"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","59795032-8dde-493a-912c-021fce6c2683","102028","Spruce Budworm: Michigan, 2005","Spruce Budworm 2005 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","36d7575d00724fe1b4dfde60222a814d_27","dataset","2017-04-07T12:34:58","","","2005","2005","Forests###Trees###Michigan, United States","-89.8694###-83.2148###42.4898###48.0902","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/36d7575d00724fe1b4dfde60222a814d_27.zip###https://opengeometadata.github.io/big-ten/59/79/50/328dde493a912c021fce6c2683/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/27###https://gis-michigan.opendata.arcgis.com/datasets/36d7575d00724fe1b4dfde60222a814d_27","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","5ae9c822-4f29-4bf5-9f06-0e9d69c9d555","102026","Aerial Forest Survey Severity: Michigan, 2010","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_30","dataset","2017-04-07T12:34:26","","","2010","2010","Forests###Trees###Michigan, United States","-90.1146###-82.7058###42.3674###47.3987","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_30.zip###https://opengeometadata.github.io/big-ten/5a/e9/c8/224f294bf59f060e9d69c9d555/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/30","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","5f292197-d473-466f-84f5-4b20085b0e40","102022","Michigan DNR Designated Railtrails: Michigan, 2015","Designated Railtrails are the trails that were formerly railroad corridors that have been converted to recreational trails. The trails are located on State, Federal, County, Local, and Private Lands.","d856619ccb684dd2b2c83ba9ff319a82_11","dataset","2017-04-07T12:34:29","","","2015","2015","Michigan, United States###Railroads, Bicycles","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/d856619ccb684dd2b2c83ba9ff319a82_11.zip###https://opengeometadata.github.io/big-ten/5f/29/21/97d473466f84f54b20085b0e40/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/11###https://gis-michigan.opendata.arcgis.com/datasets/d856619ccb684dd2b2c83ba9ff319a82_11","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","5e4804dc-b6c1-4940-8ff5-620330efb849","102023","Downtown Parking Lots: Detroit, Michigan, 2012","This dataset describes downtown parking lots in Detroit, Michigan.","a7131cc43bc84c369a65bef4030c68c9_0","dataset","2017-04-07T12:34:31","","","2012","2012","Parking lots###Detroit, Michigan, United States###Michigan, United States","-83.0647###-83.0318###42.325###42.3561","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a7131cc43bc84c369a65bef4030c68c9_0.zip###https://gis.datadrivendetroit.org/arcgis/rest/services/OpenData/DowntownParkingLots/MapServer/0###https://opengeometadata.github.io/big-ten/5e/48/04/dcb6c149408ff5620330efb849/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/a7131cc43bc84c369a65bef4030c68c9_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","5d17e710-4d42-403c-b8ca-e4ba40e4ea91","102024","Water Wells - Northern Lower Peninsula: Michigan, 2015","The data in these six files is derived from Wellogic, theMichigan Department of Environmental Quality statewide ground water database. The six files combined contain information on over575,000 spatially verified water well records.The six files are intended to provide water well information for wellsin counties clustered by geographic region: Upper Peninsula, Northern LowerPeninsula, East Central Lower Peninsula, West Central Lower Peninsula,Southwest Lower Peninsula and the South Central Southeastern Lower Peninsula. The files are constructed to be easilymerged, containing the same number and type of attribute fields.Although the derived data in these files represents thebest readily available data, the six files do not represent a complete databaseof all wells or well records in existence. Until January 1, 2000 not all water wellrecords for new wells in Michigan were entered into Wellogic. For wells drilled before 2000 the rate ofinclusion is highly variable from one county to another. Further, there is a quality control check onlocation that may exclude a limited number of wells from Wellogic from the sixfiles made available on this site.More Metadata;","9d7ae7766e0e4a90a7660aa37675c0e8_5","dataset","2017-04-07T12:35:00","","","2015","2015","Michigan, United States###Groundwater","-90.4077###-82.4156###41.656###48.1419","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/9d7ae7766e0e4a90a7660aa37675c0e8_5.zip###https://opengeometadata.github.io/big-ten/5d/17/e7/104d42403cb8cae4ba40e4ea91/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/public_health/MapServer/5###https://gis-michigan.opendata.arcgis.com/datasets/9d7ae7766e0e4a90a7660aa37675c0e8_5","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","32ac89af-3e92-447d-a7b7-b785113e20ba","102067","Michigan Low Deer Browse Risk Areas: Michigan, 2015","Low Deer Browse Risk Areas are areas with varying levels of deer habitat and are less prone to deer browse.","8af512e10fb84f7baa2765d5b3d88692_5","dataset","2017-04-07T12:34:27","","","2015","2015","Michigan, United States","-90.4895###-82.1299###41.6316###47.4962","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/8af512e10fb84f7baa2765d5b3d88692_5.zip###https://opengeometadata.github.io/big-ten/32/ac/89/af3e92447da7b7b785113e20ba/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrWildlife/MapServer/5###https://gis-michigan.opendata.arcgis.com/datasets/8af512e10fb84f7baa2765d5b3d88692_5","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","2eff843c-4991-462d-8424-9255957461db","102068","Forest Cover Types - West Upper Peninsula: Michigan, 1939","Forest Cover in 1939 in the western Upper Peninsula","ec6a0dfb4ad641428bf0f4f7a9a20d71_0","dataset","2017-05-12T10:41:20","2015-12-10","2017-01-31","1939","1939","Forestry###Upper Peninsula, Michigan, United States###Michigan, United States","-90.4369###-87.105457###45.265888###47.496694","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ec6a0dfb4ad641428bf0f4f7a9a20d71_0.zip###https://gis-michigan.opendata.arcgis.com/datasets/ec6a0dfb4ad641428bf0f4f7a9a20d71_0###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_1939ForestCoverTypes/FeatureServer/0###https://opengeometadata.github.io/big-ten/2e/ff/84/3c4991462d84249255957461db/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","373a8cac-e573-49cf-b005-d0d5e530f345","102063","Michigan DNR Fisheries Management Units: Michigan, 2015","This dataset covers Michigan Fisheries Management Units.","dfe1ff34fe65456d9ed90aa6630e724d_2","dataset","2017-04-07T12:35:15","","","2015","2015","Michigan, United States###Fish","-90.5516###-82.0756###41.632###48.2158","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/dfe1ff34fe65456d9ed90aa6630e724d_2.zip###https://opengeometadata.github.io/big-ten/37/3a/8c/ace57349cfb005d0d5e530f345/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrFisheries/MapServer/2###https://gis-michigan.opendata.arcgis.com/datasets/dfe1ff34fe65456d9ed90aa6630e724d_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","35685407-6554-4d10-b85a-0a693e47f613","102065","Hydrography Lines: Michigan, 2015","Michigan Hydrography Lines","f34a4c83afea4736a003e9f92bb0c6c8_2","dataset","2017-04-07T12:34:40","","","2015","2015","Michigan, United States###Hydrology","-90.5567###-82.0701###41.6324###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/f34a4c83afea4736a003e9f92bb0c6c8_2.zip###https://opengeometadata.github.io/big-ten/35/68/54/0765544d10b85a0a693e47f613/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/2###https://gis-michigan.opendata.arcgis.com/datasets/f34a4c83afea4736a003e9f92bb0c6c8_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3583b248-a101-43e6-b192-774d0e5fcf0f","102064","Michigan Forest Stand Treatment History: Michigan, 2016","This dataset covers Michigan Forest Stand treatments.","ae024fcf142a4aeea7c003f2ae2bedcd_4","dataset","2017-04-07T12:34:49","","","2016","2016","Forests###Trees###Michigan, United States","-89.396###-82.3533###41.7977###47.4669","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ae024fcf142a4aeea7c003f2ae2bedcd_4.zip###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/4###https://opengeometadata.github.io/big-ten/35/83/b2/48a10143e6b192774d0e5fcf0f/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/ae024fcf142a4aeea7c003f2ae2bedcd_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3453820f-32f2-4a55-ba82-d5acd9bcbc3a","102066","National Wetlands Inventory: Michigan, 2015","This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the conterminous United States. These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). Certain wetland habitats are excluded from the National mapping program because of the limitations of aerial imagery as the primary data source used to detect wetlands. These habitats include seagrasses or submerged aquatic vegetation that are found in the intertidal and subtidal zones of estuaries and near shore coastal waters. Some deepwater reef communities (coral or tuberficid worm reefs) have also been excluded from the inventory. These habitats, because of their depth, go undetected by aerial imagery. By policy, the Service also excludes certain types of \"farmed wetlands\" as may be defined by the Food Security Act or that do not coincide with the Cowardin et al. definition. Contact the Service's Regional Wetland Coordinator for additional information on what types of farmed wetlands are included on wetland maps.","a86598be317040febc67941ac7a2768e_18","dataset","2017-04-07T12:35:04","","","2015","2015","Michigan, United States###Hydrology","-92.4885###-78.8543###40.7023###48.3174","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a86598be317040febc67941ac7a2768e_18.zip###https://opengeometadata.github.io/big-ten/34/53/82/0f32f24a55ba82d5acd9bcbc3a/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/18###https://gis-michigan.opendata.arcgis.com/datasets/a86598be317040febc67941ac7a2768e_18","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3ae076df-cee3-4552-a458-3c501ceb12fe","102059","Spruce Budworm: Michigan, 2004","Spruce Budworm 2004 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","734325ff233845e68640af521f38bfa0_26","dataset","2017-04-07T12:35:23","","","2004","2004","Forests###Trees###Michigan, United States","-88.662###-83.2305###44.042###46.7767","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/734325ff233845e68640af521f38bfa0_26.zip###https://opengeometadata.github.io/big-ten/3a/e0/76/dfcee34552a4583c501ceb12fe/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/26###https://gis-michigan.opendata.arcgis.com/datasets/734325ff233845e68640af521f38bfa0_26","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3a1a2468-7258-499a-8718-17243ca5a8f8","102060","Forest Cover Types - East Upper Peninsula: Michigan, 1939","Forest Cover in 1939 in the eastern Upper Peninsula","1323e887f5824467b7537969f098cd71_2","dataset","2017-05-12T10:41:27","2015-12-10","2017-01-31","1939","1939","Forestry###Upper Peninsula, Michigan, United States###Michigan, United States","-87.378834###-83.458199###45.542796###46.790126","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/1323e887f5824467b7537969f098cd71_2.zip###https://gis-michigan.opendata.arcgis.com/datasets/1323e887f5824467b7537969f098cd71_2###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_1939ForestCoverTypes/FeatureServer/2###https://opengeometadata.github.io/big-ten/3a/1a/24/687258499a871817243ca5a8f8/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","3842da9e-a040-43b0-879a-77dc95dabae6","102062","Public Land Survey Sections: Michigan, 2015","Survey sections and private claims for Michigan's Upper and Lower Peninsulas","5e087317ab6a4fb28abe4d41d8204e95_4","dataset","2017-04-07T12:34:21","","","2015","2015","Michigan, United States###Public Land Survey System","-90.4261###-82.4186###41.6969###48.2683","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5e087317ab6a4fb28abe4d41d8204e95_4.zip###https://opengeometadata.github.io/big-ten/38/42/da/9ea04043b0879a77dc95dabae6/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/boundaries/MapServer/4###https://gis-michigan.opendata.arcgis.com/datasets/5e087317ab6a4fb28abe4d41d8204e95_4","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","38a8f6eb-f3ef-4b65-bd62-7e779182895b","102061","Aerial Forest Survey Pattern: Michigan, 2006","This data was taken from an aerial survey of forests","ca871118ebcf4a76897c99c065d8c3ee_19","dataset","2017-04-07T12:35:16","2016-07-07","2017-03-15","2006","2006","Forests###Trees###Michigan, United States","-90.335###-83.1581###43.6322###48.1456","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/ca871118ebcf4a76897c99c065d8c3ee_19.zip###https://gis-michigan.opendata.arcgis.com/datasets/ca871118ebcf4a76897c99c065d8c3ee_19###https://opengeometadata.github.io/big-ten/38/a8/f6/ebf3ef4b65bd627e779182895b/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/19","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3cbe5c7f-8805-4446-b0fa-925c08c80355","102058","MDOT Carpool Lots: Michigan, 2016","The Michigan Carpool Parking Lot Program (sometimes referred to as Park and Ride) began as a pilot program in 1974 with 11 carpool parking lots. Today there are over 240 carpool parking lots located across the state providing nearly 9,000 parking spaces. In addition to lots owned and maintained by MDOT, the Meijer Corporation has partnered with MDOT to provide carpool parking at several oftheir stores. Please see the MDOT Metadata Form for additional information. UpdateCycle:Carpoollots are added and updated as needed when new lots are constructed or removed.Coverage: This inventory shows allMDOT owned and operated carpool lots in Michigan along with several Meijerparking lots that provide carpool parking in partnership with MDOT. Contact: Kelcy Williams","4d499b5d1c664372a1c0c66a3752bb3a_45","dataset","2017-04-07T12:34:36","","","2016","2016","Michigan, United States###Parking lots","-90.403###-82.1604###41.7586###47.3071","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/4d499b5d1c664372a1c0c66a3752bb3a_45.zip###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/45###https://opengeometadata.github.io/big-ten/3c/be/5c/7f88054446b0fa925c08c80355/iso19139###https://gis-michigan.opendata.arcgis.com/datasets/4d499b5d1c664372a1c0c66a3752bb3a_45","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","3db9f381-4cc1-4378-952d-d003ce2ee39f","102057","Public Libraries: Detroit, Michigan, 2014","Name and address of public libraries in the city. Data may not reflect recent closures.","46321d4eac7c436d858ba64870c91075_0","dataset","2017-04-07T12:35:26","","","2014","2014","Michigan, United States###Libraries","-83.25116884419975###-82.93671806236375###42.30609711971191###42.432495710352065","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/46321d4eac7c436d858ba64870c91075_0.zip###https://opengeometadata.github.io/big-ten/3d/b9/f3/814cc14378952dd003ce2ee39f/iso19139###https://services2.arcgis.com/HsXtOCMp1Nis1Ogr/arcgis/rest/services/MyMapService/FeatureServer/0###https://gis-michigan.opendata.arcgis.com/datasets/46321d4eac7c436d858ba64870c91075_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
