identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
85ac4a58d0a54778bbb76f8b07a2de9f_0,03a-02,Scoping Mobility Safety,,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Mobility and safety needs on the Primary Highway System were evaluated in order to target corridors where capacity needs were not identified, but corridor operation could be enhanced with improvements such as climbing/passing lanes, left- and right-turn lanes, acceleration lanes, wider paved shoulders, limited access, and geometric improvements. Improvements would be similar to a relaxed application of the ?Super-2? design concept. Over time, the targeted corridors would serve as a complimentary network to the state?s multilane highway network. For more information, see iowadot.gov/iowainmotion.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T19:49:02.000Z,,,Iowa,"-96.5283,40.5763,-90.5861,43.5009",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/85ac4a58d0a54778bbb76f8b07a2de9f_0,"http://public-iowadot.opendata.arcgis.com/datasets/85ac4a58d0a54778bbb76f8b07a2de9f_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Mobility_Safety_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Scoping|Assets|Inventory|Asset Classification
6b1b4660694e4e698164e7d9d6bf22ce_1,03a-02,AllSystemsPermitCounty,,"Displays all counties in the state of Iowa color coded according to All Systems Permit restictions. Check with local officials when traveling on county roads or city streets for bridge embargo, detour, road embargo and vertical clearance information. State and interstate highways are valid routes except for restrictions listed on the bridge embargo, detour and road embargo, and vertical clearance maps located at http://www.iowadot.gov/mvd/omcs/omcsMaps.htm. Map is based off a query layer connection to TGIMS All Systems Permit information.",Geospatial data,,Shapefile,Dataset|Service,Vector,2014-10-14T16:23:38.000Z,,,Iowa,"-96.6374,40.3316,-89.972,43.4961",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/6b1b4660694e4e698164e7d9d6bf22ce_1,http://public-iowadot.opendata.arcgis.com/datasets/6b1b4660694e4e698164e7d9d6bf22ce_1.zip,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AllSystemsPermitCounty/FeatureServer/1,,FeatureServer,Iowa Department of Transportation|Iowa DOT|All Systems Permit|restrictions|restricted route|no restriction
048f66eeac264ff194d11053afb15675_0,03a-02,Turning Movement,,Traffic turning data (AADT) for years between 1998 and 2018.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-15T15:27:06.000Z,,,Iowa,"-96.6077,40.3894,-90.1634,43.5008",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/048f66eeac264ff194d11053afb15675_0,"http://public-iowadot.opendata.arcgis.com/datasets/048f66eeac264ff194d11053afb15675_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Turning_Movement_View/FeatureServer/0,,FeatureServer,AADT|Turning Movement|Traffic|Iowa DOT|Iowa Department of Transportation|Assets|Inventory|Asset Inventory
3d7d12c318b04dd88fead356ceb133f2_0,03a-02,Freight Coal Burning Facility,,Coal burning facilities in the State?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T13:45:29.000Z,,,Iowa,"-96.3792,40.7411,-90.198,43.3363",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/3d7d12c318b04dd88fead356ceb133f2_0,"http://public-iowadot.opendata.arcgis.com/datasets/3d7d12c318b04dd88fead356ceb133f2_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Coal_Burning_Facility_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
04c92ad3348c461786df8af56540f076_0,03a-02,Scoping Bridge ,,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation plan. Bridge needs on the Primary Highway System were evaluated based on the bridge condition index. Bridges falling within the lowest-rated 5 percent of the system were targeted as having bridge condition needs. For more information, see iowadot.gov/iowainmotion.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T18:06:50.000Z,,,Iowa,"-96.5172,40.3911,-90.1612,43.4304",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/04c92ad3348c461786df8af56540f076_0,"http://public-iowadot.opendata.arcgis.com/datasets/04c92ad3348c461786df8af56540f076_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Bridge_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Scoping|Assets|Inventory|Asset Classification
bdca39eaaa814b8abae8f0022f5c7b9d,03a-02,Driver Improvement Program Locations,,Locations of driver improvement programs across the State of Iowa.,error,,error,error,,2020-01-07T12:51:41.000Z,,,Iowa,"-96.947,40.259,-89.981,43.751",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/bdca39eaaa814b8abae8f0022f5c7b9d,error,,,,Iowa|Driver Improvement Program|Iowa Department of Transportation|Reference
d28a07559a794d57a76580f8f35c79b3_0,03a-02,City,,The feature class contains the current and historic corporation boundaries for all incorporated cities in the State of Iowa.? The corporation year will help define which year you would like to review.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-03T12:21:56.000Z,,,Iowa,"-96.6105,40.3782,-90.1623,43.5009",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/d28a07559a794d57a76580f8f35c79b3_0,"http://public-iowadot.opendata.arcgis.com/datasets/d28a07559a794d57a76580f8f35c79b3_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/City_View/FeatureServer/0,,FeatureServer,Iowa DOT|Iowa|City|Cities|Corporation Boundary|Boundary|Iowa Department of Transportation|Reference
266db373f489407bbfcac2b3d35eff8f_0,03a-02,Park and Ride,,"The Iowa Department of Transportation?s park and ride system consists of state-owned park or permitted and ride lots. Many of these lots were developed during the 1980s, primarily in response to a growing demand that resulted from an increase in fuel prices. In most cases, lot development was truly the result of grassroots efforts, with Iowa DOT?s district offices often responding to specific public requests for park and ride facilities.?In 2014, The Iowa Park and Ride System Plan was developed. This plan includes an update of the existing inventory, an identification of additional locations suitable for park and ride facilities, and strategies for implementation .The plan will be used by the Iowa DOT to plan, evaluate, and develop a formal state-owned-and-operated system of park and ride facilities. The primary objective of the plan is to provide a location-specific, priority-based park and ride system that allows for coordinated planning and implementation of park and ride facilities.As a part of the plan this database was created to geographically reference both existing state-owned park and ride facilities and ideal candidates for future expansion of the system.? This database will also be used in coordination with the statewide rideshare program, so it will also include other existing park and ride facilities not owned by the state or identified in the plan.?Ultimately this inventory has two main purposes that can be described generally as internal and external. Internally, the database will be used to keep track of state-owned inventory and identify opportunities for the expansion of the state-owned and operated park and ride system. Externally, the database will be expanded to include a wide array of park and ride facilities across the state of Iowa that can be disseminated to the public via the? Iowa DOT website and coordinated with the rideshare program.?",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T16:43:57.000Z,,,Iowa,"-96.4674,40.7267,-90.5391,43.4322",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/266db373f489407bbfcac2b3d35eff8f_0,"http://public-iowadot.opendata.arcgis.com/datasets/266db373f489407bbfcac2b3d35eff8f_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Park_and_Ride_View/FeatureServer/0,,FeatureServer,Park and Ride|Ridesharing|Statewide|Iowa DOT|Assets|Inventory|Asset Inventory
f226d3a398564411a4ed363cd1b75da9_0,03a-02,Freight Distribution Center,,Freight distribution centers in the State?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T14:17:56.000Z,,,Iowa,"-95.5328,40.9769,-90.6598,42.7669",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/f226d3a398564411a4ed363cd1b75da9_0,"http://public-iowadot.opendata.arcgis.com/datasets/f226d3a398564411a4ed363cd1b75da9_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Distribution_Center_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
9f609a841b844b178581e34fa634d032_0,03a-02,Scoping Operation,,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Operation needs for the Interstate system were analyzed through the Infrastructure Condition Evaluation-Operations (ICE-OPS) tool. The Interstate system was divided into 54 corridors, and ICE-OPS provided a composite rating for each corridor based on normalizing and weighting nine operations-oriented criteria. (Note: Since the adoption of the State Transportation Plan, another 85 non-interstate corridors were also analyzed and added to this layer.) Corridors were then ranked based on their composite scores. For more information, see iowadot.gov/iowainmotion.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T20:04:58.000Z,,,Iowa,"-96.5279,40.3854,-90.1733,43.5009",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/9f609a841b844b178581e34fa634d032_0,"http://public-iowadot.opendata.arcgis.com/datasets/9f609a841b844b178581e34fa634d032_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Operation_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Scoping|Assets|Inventory|Asset Classification
c5c664a2487f4aa0a9043e0e2b03dc28_0,03a-02,Freight Intermodal Facility,,Intermodal Facilities in Iowa.? A combination of several query layers to assist in depicting Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T15:03:55.000Z,,,Iowa,"-95.8387,41.2368,-95.8387,41.2368",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/c5c664a2487f4aa0a9043e0e2b03dc28_0,"http://public-iowadot.opendata.arcgis.com/datasets/c5c664a2487f4aa0a9043e0e2b03dc28_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Intermodal_Facility_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Distribution Centers|Inventory|Asset Inventory
885a9a98280147dc8aa17c0f150b3175_0,03a-02,Freight Barge Terminal,,Barge terminals on the Mississippi and Missouri Rivers in the state?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T12:52:50.000Z,,,Iowa,"-96.387,40.3827,-90.1855,43.3381",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/885a9a98280147dc8aa17c0f150b3175_0,"http://public-iowadot.opendata.arcgis.com/datasets/885a9a98280147dc8aa17c0f150b3175_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Barge_Terminal_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
c8e040187bbc4b74b7e3679e4484ab58_0,03a-02,Freight Biodiesel Plant,,Biodiesel plants in the State?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T13:12:42.000Z,,,Iowa,"-96.3609,39.8075,-90.2957,43.3289",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/c8e040187bbc4b74b7e3679e4484ab58_0,"http://public-iowadot.opendata.arcgis.com/datasets/c8e040187bbc4b74b7e3679e4484ab58_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Biodiesel_Plant_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
2743da71346046149aa6feff4722dc3a_0,03a-02,Freight Processing Facility,,Grain Processing Facilities in Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T15:20:13.000Z,,,Iowa,"-96.4421,40.3955,-90.2808,43.5287",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/2743da71346046149aa6feff4722dc3a_0,"http://public-iowadot.opendata.arcgis.com/datasets/2743da71346046149aa6feff4722dc3a_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Processing_Facility_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
1717607a17c1471c9a9410031cc4299b_0,03a-02,Freight Ethanol Plant,,Ethanol?plants in the State?of Iowa.? This data is part of Iowa?s multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa?s large and diverse economy.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-13T14:32:00.000Z,,,Iowa,"-96.2495,40.6046,-90.2205,43.4972",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/1717607a17c1471c9a9410031cc4299b_0,"http://public-iowadot.opendata.arcgis.com/datasets/1717607a17c1471c9a9410031cc4299b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Ethanol_Plant_View/FeatureServer/0,,FeatureServer,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory|Asset Inventory
0058024fdbdc4b3f90cd5fd9ca1ed8c7_0,03a-02,Scoping Freight,,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Freight needs aligned with highway freight bottlenecks identified in the 2016 Iowa State Freight Plan. A combination of INRIX travel time data and input from internal and external stakeholders was used to identify bottleneck locations. Bottlenecks were then ranked through an analysis of each location?s value, condition, and performance (VCAP). Value was based on how much each location increased the efficiency of the highway network for trucks; condition was based on the Infrastructure Condition Evaluation (ICE) tool?s analysis of condition and traffic data; and performance was based on the INRIX bottleneck ranking tool. Locations were ranked, with annual average truck traffic data being used as a tiebreaker. For more information, see iowadot.gov/iowainmotion.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T19:33:59.000Z,,,Iowa,"-96.3809,40.5939,-90.3645,43.1524",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/0058024fdbdc4b3f90cd5fd9ca1ed8c7_0,"http://public-iowadot.opendata.arcgis.com/datasets/0058024fdbdc4b3f90cd5fd9ca1ed8c7_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Freight_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Scoping|Assets|Inventory|Asset Classification
